0.000000,0.275287,0.525159,0.650117,0.417807,0.731253,0.400898,0.489778,0.485293,0.711023,0.707008,0.561822,0.512784,0.271420,0.681189,0.687735,0.150688,0.791338,0.718060,0.414898,0.279525,0.026533,0.727986,0.954678,0.511028,0.499350,0.693488,0.624803,0.584779,0.784028,0.711125,0.279169,0.311646,0.808188,0.621551,0.617442,0.454342,0.491554,0.741907,0.442697,0.505950,0.728152,0.689924,0.642625,0.675417,0.573614,0.495802,0.938541,0.294004,0.303387,0.511827,0.425729,0.714612,0.578855,0.465299,0.758551,0.682791,0.557722,0.544022,0.713277,0.736274,0.634323,0.579095,0.990015,0.917084,0.435625,0.733192,0.653540,0.942931,0.833282,0.772399,0.947379,0.764092,0.439214,0.522744,0.557938,0.038914,0.881652,0.467190,0.466196,0.737589,0.573069
0.275287,0.000000,0.251170,0.376674,0.143542,0.457645,0.127073,0.215282,0.211511,0.438192,0.433377,0.287593,0.238280,0.017863,0.408176,0.414286,0.124620,0.519483,0.444489,0.141689,0.010277,0.283541,0.454790,0.681769,0.239845,0.225427,0.420458,0.351474,0.311183,0.510915,0.437483,0.007649,0.038880,0.534640,0.347969,0.343712,0.180434,0.217949,0.468565,0.168583,0.231952,0.454911,0.416236,0.368885,0.401898,0.301079,0.222633,0.665209,0.040413,0.028207,0.238049,0.152783,0.441147,0.304979,0.190975,0.485297,0.408907,0.283708,0.270929,0.439632,0.462873,0.360645,0.305073,0.716730,0.643730,0.161008,0.459538,0.380401,0.669563,0.559897,0.498829,0.674127,0.490397,0.164780,0.248781,0.284817,0.277769,0.608207,0.194385,0.192326,0.464144,0.299098
0.525159,0.251170,0.000000,0.125559,0.107638,0.206477,0.124335,0.036403,0.039882,0.187285,0.182207,0.036749,0.014829,0.253742,0.157222,0.163139,0.375117,0.269042,0.193321,0.110281,0.248644,0.534543,0.203688,0.430645,0.029856,0.025822,0.169472,0.100458,0.060101,0.259803,0.186313,0.246559,0.213668,0.283471,0.096831,0.092545,0.070846,0.033765,0.217418,0.082615,0.019238,0.203796,0.165070,0.117716,0.150743,0.052155,0.030456,0.414039,0.232311,0.223028,0.013530,0.099561,0.189990,0.053819,0.060236,0.234169,0.157774,0.032573,0.022187,0.188463,0.211718,0.109479,0.053965,0.465560,0.392560,0.090312,0.208372,0.129433,0.418393,0.308729,0.247660,0.422960,0.239239,0.086426,0.002447,0.034959,0.528939,0.357038,0.058755,0.058973,0.212982,0.047954
0.650117,0.376674,0.125559,0.000000,0.233138,0.081153,0.249697,0.161754,0.165177,0.061977,0.056926,0.089623,0.138959,0.378835,0.032006,0.037658,0.500392,0.144084,0.067959,0.235376,0.374198,0.659903,0.078144,0.305104,0.140155,0.151257,0.044089,0.025356,0.065501,0.134257,0.061042,0.371967,0.338975,0.158096,0.028757,0.033161,0.196251,0.158779,0.091907,0.208097,0.144752,0.078254,0.039952,0.009089,0.025335,0.077004,0.154346,0.288587,0.356501,0.348550,0.138631,0.224454,0.064551,0.071840,0.185793,0.108652,0.033389,0.093145,0.106102,0.063194,0.086226,0.016392,0.071929,0.340102,0.267112,0.215865,0.083099,0.005930,0.292955,0.183272,0.122295,0.297485,0.113995,0.211979,0.127934,0.092195,0.654431,0.231620,0.182934,0.184358,0.087519,0.077792
0.417807,0.143542,0.107638,0.233138,0.000000,0.314109,0.017181,0.071972,0.067999,0.294710,0.289842,0.144138,0.094981,0.146458,0.264676,0.270746,0.267565,0.376173,0.300950,0.009280,0.141229,0.426928,0.311258,0.538234,0.098294,0.081886,0.276950,0.207951,0.167646,0.367381,0.293948,0.138944,0.106168,0.391107,0.204429,0.200174,0.036948,0.074485,0.325024,0.025046,0.088414,0.311376,0.272701,0.225350,0.258358,0.157861,0.079390,0.521670,0.126606,0.115416,0.094516,0.014039,0.297606,0.161445,0.047514,0.341758,0.265395,0.140189,0.127546,0.296097,0.319332,0.217106,0.161563,0.573191,0.500192,0.018148,0.316005,0.236893,0.526026,0.416358,0.355295,0.530588,0.346872,0.021433,0.105246,0.141394,0.421308,0.464672,0.051873,0.048823,0.320603,0.155575
0.731253,0.457645,0.206477,0.081153,0.314109,0.000000,0.330740,0.242493,0.246204,0.023874,0.024305,0.170166,0.219577,0.459953,0.050799,0.043572,0.581484,0.067543,0.013201,0.316475,0.455019,0.740972,0.008088,0.224304,0.221020,0.232234,0.038772,0.106463,0.146538,0.053846,0.020180,0.453003,0.420048,0.077003,0.109743,0.113942,0.277268,0.239843,0.011887,0.289077,0.225696,0.007315,0.041415,0.088762,0.055844,0.157941,0.235467,0.207568,0.437619,0.429495,0.219645,0.305572,0.016809,0.152667,0.266684,0.028294,0.048905,0.173947,0.187236,0.018019,0.006459,0.097015,0.152603,0.259092,0.186092,0.296714,0.002124,0.077913,0.211922,0.102278,0.041193,0.216504,0.032852,0.292882,0.208868,0.173322,0.735413,0.150565,0.264064,0.265378,0.007154,0.158555
0.400898,0.127073,0.124335,0.249697,0.017181,0.330740,0.000000,0.088944,0.084537,0.311137,0.306473,0.160940,0.111926,0.129495,0.281132,0.287323,0.250784,0.392425,0.317569,0.015083,0.125171,0.410233,0.327784,0.554756,0.113433,0.098533,0.293418,0.224460,0.184216,0.383907,0.310583,0.122272,0.089335,0.407737,0.221016,0.216808,0.053492,0.090922,0.341592,0.041803,0.105108,0.327913,0.289344,0.241995,0.274949,0.174025,0.095563,0.538273,0.109427,0.099053,0.111097,0.026179,0.314196,0.178115,0.064430,0.358309,0.282091,0.156906,0.143860,0.312734,0.335912,0.233729,0.178287,0.589791,0.516797,0.035324,0.332648,0.253366,0.542637,0.432956,0.371924,0.547176,0.363531,0.038533,0.121929,0.157751,0.404760,0.481290,0.067431,0.065376,0.337194,0.172279
0.489778,0.215282,0.036403,0.161754,0.071972,0.242493,0.088944,0.000000,0.010164,0.223575,0.218238,0.072340,0.023019,0.218415,0.193507,0.199273,0.339500,0.305404,0.229366,0.075495,0.212528,0.498788,0.239864,0.466755,0.039955,0.012607,0.205734,0.136750,0.096398,0.295952,0.222334,0.210843,0.178136,0.319461,0.133024,0.128661,0.035945,0.011550,0.253532,0.047184,0.017861,0.239957,0.201088,0.153774,0.186864,0.088254,0.017218,0.450045,0.197873,0.187104,0.024448,0.065281,0.226083,0.089929,0.024530,0.270292,0.193684,0.068614,0.057809,0.224480,0.247815,0.145589,0.089909,0.501564,0.428568,0.054274,0.244366,0.165727,0.454387,0.344764,0.283663,0.458987,0.275192,0.050574,0.034120,0.071182,0.493009,0.393029,0.028442,0.024628,0.249062,0.083986
0.485293,0.211511,0.039882,0.165177,0.067999,0.246204,0.084537,0.010164,0.000000,0.226712,0.221938,0.076599,0.028863,0.213882,0.196680,0.202797,0.335305,0.308215,0.233034,0.070405,0.209201,0.494769,0.243281,0.470259,0.035451,0.014099,0.208955,0.139964,0.099687,0.299406,0.226047,0.206802,0.173856,0.323202,0.136485,0.132273,0.031085,0.006652,0.257069,0.042965,0.020730,0.243404,0.204809,0.157460,0.190418,0.090057,0.012569,0.453743,0.192501,0.183405,0.026562,0.059706,0.229666,0.093593,0.021299,0.273795,0.197569,0.072432,0.059626,0.228198,0.251385,0.149193,0.093807,0.505262,0.432266,0.051147,0.248113,0.168898,0.458105,0.348426,0.287389,0.462649,0.278996,0.047069,0.037465,0.073428,0.489260,0.396757,0.019917,0.019200,0.252664,0.087781
0.711023,0.438192,0.187285,0.061977,0.294710,0.023874,0.311137,0.223575,0.226712,0.000000,0.014033,0.151560,0.200845,0.439972,0.030070,0.025593,0.561617,0.082155,0.014094,0.296674,0.435880,0.721180,0.017793,0.243712,0.200151,0.212883,0.017955,0.086831,0.127190,0.073053,0.013584,0.433372,0.400302,0.097697,0.090615,0.095093,0.257779,0.220249,0.031800,0.269673,0.206428,0.018191,0.025836,0.070379,0.037596,0.137419,0.215612,0.227550,0.417132,0.410110,0.200219,0.285679,0.011004,0.133701,0.247487,0.047944,0.033872,0.154992,0.167291,0.013816,0.026720,0.078285,0.133865,0.278998,0.206109,0.277579,0.025960,0.057853,0.231949,0.122433,0.062384,0.236363,0.054846,0.273645,0.189639,0.153395,0.715885,0.170772,0.244068,0.245893,0.028208,0.139677
